premise,hypothesis,genre,label
Eve's Apple turns out to be a sturdier book than it seems.,Eve's Apple is a great book.,slate,1
"In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.",The best budget policy is yet to be invented.,government,1
"Even analysts who had argued for loosening the old standards, by which the market was clearly overvalued, now think it has maxed out for a while.",Some analysts wanted to make the old standards toughter.,slate,1
We've got to think.,We can think.,slate,1
There are also ferries to Discovery Bay.,The ferries to Discovery Bay are expensive.,travel,1
Candidates must submit a set of fingerprints for review by the FBI.,Candidates must submit a set of fingerprints for review by the FBI for security clearance.,slate,1
"After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.",He ran for Decatur County Court unopposed.,government,1
"There was no longer any  when you wanted some unbridled adult fun, Las Vegas was the place to be.",Las Vegas used targeted marketing to reach the people that would be interested.,travel,1
"Was it a sudden decision on his part, or had he already made up his mind when he parted from me a few hours earlier? ","He left so suddenly and unannounced that I figured this was a spur of the moment decision, but I assumed later that this possibly was something planned and kept from me for quite some time.",fiction,1
"They look just as good as new."" They cut them carefully and ripped away the oilskin.",The oilskin would be good for several months of use.,fiction,1
OMB has approved the information collection contained on the Form ADV and has,The information collection contained on Form ADV and Form CGF was approved by OMB.,government,1
"Despite their 17th-century origins, these gardens avoid the rigid geometry of the Tuileries and Ver?­sailles.",These gardens contain more than a dozen types of orchids.,travel,1
Nabatean trading town on the route from Gaza to Petra .,Many exotic goods are for sale in the town.,travel,1
"Here you'll find the finest leather goods and of-the-moment fashions from all the predictable high-priests (Valentino, Armani, Versace, Gucci, Missoni, etc. ). A number of classic men's clothing meccas such as Cucci (with a C), Brioni, and Battistoni are still going strong.","Our higher-end stores have been suffering due to the recession, and many have shut down for lack of revenue.",travel,1
Here's the  439 feet + (59 feet x 0.6) = 474 feet.,These measurements are for the Taj Mahal.,slate,1
You're the Desert Ghost.,You're the Desert Ghost from the sand dunes.,fiction,1
to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then,Last year we planned to do that during winter and it was nice and cold. ,telephone,1
Hang it all! said Tommy indignantly.,Tommy didn't realize he was being indignant.,fiction,1
for me now the address is the same you know my my office address,My office won't accept any personal mail.,telephone,1
"In 1923, Turkey broke away from the tired Ottoman rulers, and Kemal Ataturk rose to power on a wave of popular support.",Many people supported Kemal Ataturk in everything he chose to do.,travel,1
i don't know what kind of a summer we're expecting this year i imagine it's going to be hot again,"I hope that this summer will be hot, since I'm holidaying in the UK this year.",telephone,1
oh it's fun i call,I like calling my friends for fun.,telephone,1
He's a bad lot. ,He has a wife,fiction,1
sort of a building season season yeah,The time for major construction projects.,telephone,1
She will step down from the court in December 2002.,"She's going to step down from the court in the winter of 2002, after all those years.",government,1
"Using teams can also assist in integrating different perspectives, flattening organizational structure, and streamlining operations.",The teams have typically accomplished a lot of this through corporate bonding exercises.,government,1
But it just might be because he's afraid he'll lose his No.,He's definitely afraid of losing he's No.,slate,1
"Her state is probably to be attributed to the mental shock consequent on recovering her memory.""",She will need some time to get over the shock.,fiction,1
"Of particular significance --the American public has become acutely aware of the hazards to their health, including the risk of mortality, posed by inhalation of fine particles and exposure to mercury through fish consumption.",The consumption of fish is the main way in which mercury poisoning occurs.,government,1
"True devotees talk shop at even more specialized groups, such as one on Northeastern weather (ne.weather), whose recent conversation topics included the great blizzard of 1978 and the freak snowstorm of May 1977.","Ne.weather is a general discussion group, not only about weather. ",slate,1
In the other sight he saw Adrin's hands cocking back a pair of dragon-hammered pistols.,He had spotted Adrin preparing to fire his pistols.,fiction,1
Kom Ombo is an unusual temple in that it is dedicated to two gods.,"Rarely visited, Kom Ombo is a strange temple devoted to two gods.",travel,1
A recorded menu will provide information on how to obtain these lists.,Lists are available on electronic menus. ,government,1
well the channel eight when they came here thirteen fourteen years ago Dave Fox and Tracy Rowlett came together uh from Oklahoma City and apparently channel eight was way down and now they have turned it all around and done a pretty remarkable job and then,"Channel 8 came here fourteen years ago, I still don't watch it, but it's doing great now.",telephone,1
"Although, in this case the equipment did not have to be erected adjacent to an operating boiler, the erection included demolishing and erecting a complete boiler island and demolishing the existing electrostatic precipitator.",The demolishing of the precipitator was permanent.,government,1
That's the second time you've made that sort of remark.,That's the second time you've made that sort of remark and I don't need anymore reminders.,fiction,1
But those that are manufactured for sale in in Europe and so forth are quite the other way around,Products are made with differently designed machines in Europe.,telephone,1
yeah i'm trying to find out how long we're supposed talk,We have to talk for exactly two minutes.,telephone,1
"But when he was persuaded by divers means to help us, he gave up after one week, declaring it beyond his powers.",He decided it was too difficult because he was distracted by other topics.,fiction,1
"At Kansas City Power and Light's Hawthorn Power Station, Unit 5 was replaced (excluding turbine) in under 22 months.",Unit 5 was the only one that was replaced.,government,1
"The activities included in the Unified Agenda are, in general, those expected to have a regulatory action within the next 12 months, although agencies may include activities with an even longer time frame.",Most of the activities taken under the regulatory actions have been longer that 12 months.,government,1
"After the high emotion of de Gaulle's march down the Champs-Elys??es, the business of post-war reconstruction, though boosted by the generous aid of the Americans' Mar?­shall Plan, proved arduous, and the wartime alliance of de Gaulle's conservatives and the Communist Party soon broke down.",The Marshall Plan was not concocted until 1918.,travel,1
"Against his own advice, Ca'daan dared to stare off the edge once as they neared the end.",He was looking off the edge to see how far the drop was.,fiction,1
Why blame her because she had been true to her creed? ,The woman blamed herself as well.,fiction,1
He said the Web site will help bridge the digital divide that keeps the poor from using the Internet as a resource.,Steve Jobs explained how the website would make it easier for poor people to gain access to the internet.,government,1
Michael B. Wachter of the University of Pennsylvania and his colleagues conclude that there is a wage and fringe benefit premium for the postal bargaining labor force of 29.,Wachter teaches economics at the University of Pennsylvania. ,government,1
"At the end of the Wars of Spanish, Austrian, and Polish Succession, the Austrians had taken over northern Italy from the Spanish.","Northern Italy was not easily given up to the Austrians at the end of the Wars of Spanish, Austrian and Polish Succession.",travel,1
they really do i i sometimes think that that should be limited more,"They are way too free in what they can do, and I think they need to be strongly limited.",telephone,1
"North of Mytilini, stop at the village of Moria, where you will find the remains of a huge Roman aqueduct surrounded by grazing goats.",The most popular site north of Mytilni is the village of Moria.,travel,1
"In the first instance, IRS would have no record of time before the person could get through to an agent and of discouraged callers.",The callers are encouraged to call multiple times.,government,1
"No, indeed, said Cynthia. ","No, indeed, said my wife.",fiction,1
"At 79 m (260 ft) wide and 36 m (118 ft) high, it was built by the Ptolemies during a total reconstruction of the temple in the years 237 105 b.c.",The Ptolomies built many temples that were as big.  ,travel,1
"Good  Oklahoma now has a Public Guardianship Program, albeit unfunded, that will supply lawyers to perform this rights-monitoring process","Good Oklahoma's program needs $100,000 of funding that it hasn't received.",government,1
"Outside, set in manicured gardens, are the remains of the Abbey of Holyrood.",The remains have been preserved as a site for pilgrims to visit.,travel,1
It hopes to bring on another 25 or 35 people when the new building opens next fall.,They already have a waiting list for the new building.,government,1
"When he's ready for a major strike, how many innocents do you suppose are going to suffer? To quote one of your contemporaries; 'The needs of the many outweigh the needs of the few.' '",He won't care how many innocent people will suffer.,fiction,1
it it i think that is the biggest problem when you really not you don't don't really need the stuff but the nicer looking clothes are the more expensive nicely tailored clothes,It costs more for suits that you can not wash yourself.,telephone,1
"Very well ”but it's all extremely mysterious. We were running into Tadminster now, and Poirot directed the car to the ""Analytical Chemist."" Poirot hopped down briskly, and went inside. ",Poirot inquired after the prices for some of the products.,fiction,1
yeah and every once in a while they'll have dressing but uh whoever makes it uh goes crazy with the sage,Sometimes they have dressing but they use too much sage and salt.,telephone,1
"The recommendation comes from the court's Task Force on Civil Equal Justice Funding, created in 2001 to look for ways to cope with the sparse amount of money available for such cases.",The Task Force on Civil Equal Justice Funding was a huge success. ,government,1
in one sense um i'm i'm an older person in my fifties so i feel that we've lost some things in the sense that women have to work today,My views as someone who's 50 are not modern.,telephone,1
"At 60 cents, it's a bargain!",There are few items priced like that nowadays.,slate,1
"His mother died when he was young, and he was adopted by the Brodkeys.",He changed his name to Brodkey when he was adopted.,slate,1
"The great attraction of the church is the splendid exterior, which is crowned by golden onion-shaped cupolas.","The interior of the church, while still lovely, is much plainer.",travel,1
That story remains to be told.,The story will be told tomorrow.,slate,1
Daniel took it upon himself to explain a few things.,Daniel explained why the group was doing what they were doing.,fiction,1
It was still night.,"It was edging on dark and light, but it was most certainly still not morning.",fiction,1
i don't know um do you do a lot of camping,I enjoy camping.,telephone,1
"All of the islands are now officially and proudly part of France, not colonies as they were for some three centuries.",The islands voted to join France instead of being colonies.,travel,1
"The universal credibility problem with polling is that wordsmithing and mathematics don't mix, and never will.",Mathematics is the most important aspect of polling.,slate,1
"Each caters to a specific crowd, so hunt around until you find the one right for you.",There are marketers who have argued that there needs to be more effort to broaden appeal.,travel,1
that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"Yeah, I love basketball and football.",telephone,1
Ca'daan heard the Kal grunt and felt the horse lift.,Ca'daan was concerned about the grunting Kal.,fiction,1
"Ramses II did not build it from stone but had it hewn into the cliffs of the Nile valley at a spot that stands only 7 km (4 miles) from the Sudan border, in the ancient land of Nubia.",Stone would have been too expensive to ship into the Nile Valley.  ,travel,1
"The event is the definition of a crowd pleaser, replete with appearances by the Rockettes, the Mormon Tabernacle Choir, and Santa Claus (the act isn't entirely without bite; there's also a very funny moment involving a heart attack).","If Santa Claus has a heart attack, the Rockettes will have to save Christmas.",slate,1
i spent a number of years in the service as an intelligence analyst,Being an intelligence analyst is hard work.,telephone,1
and i don't think they've repainted since,I don't think they've repainted their house.,telephone,1
"There's only one thing for me to do.""",I've exhausted all my other options.,fiction,1
"At the end of the show is a cluster of popular sportswear with Tommy Hilfiger, Donna Karan, Nautica, the Gap, and such names applied to it.","The only popular sportswear is produced by Tommy Hilfiger, Donna Karan, Nautica, and the Gap.",slate,1
"What's truly striking, though, is that Jobs has never really let this idea go.",Jobs clung to the idea of expanding at all costs.,slate,1
"Even after we hire good people, we need to take steps to retain them.",People often stay on a job for different reasons than the ones they had for accepting the position.,government,1
"Cave 31 tries to emulate the style of the great Hindu temple on a much smaller scale, but the artists here were working on much harder rock and so abandoned their effort.",Cave 31 ran into problems because it was made of harder rock and everyone was disappointed.,travel,1
She's a crutch.,"She's an essential, key role in this, and is being used as a crutch.",slate,1
Our work has also shown that agencies can do a better job of providing incentives to encourage employees to improve performance and achieve results.,Popular incentives are trophies presented in a short ceremony.,government,1
"Since the mid 1990s, aggregate household wealth has swelled relative to disposable personal income, largely due to increases in the market value of households' existing assets (see figure 1.2).",Figure 1.2 will illustrate this fact and make it easier to understand.,government,1
"The analysis concluded that, because the rule relaxed the hog cholera-related restrictions imposed on the importation of live swine and prepared pork products from Sonora, Mexico, the proposed rule could have a significant economic impact on a substantial number of small entities in the United States.",The analysis stated that the rule would have a negative effect on small entities in the US.,government,1
facilitate suits for benefits by using the State and Federal courts and the independent bar on which those courts depend for the proper performance of their duties and responsibilities.,The State and Federal courts are part of the government judiciary system.,government,1
Shall I tell you what it would be like for your soul to live in the muck of a swamp in a mandrake root?  Dave shook his head.,My soul has lived in the dirt of a swamp before.,fiction,1
It is that prospect that may bring Republicans together to defend a CPI everyone knows is inaccurate.,Republicans have always defended such inaccurate CPIs.,slate,1
He was crying like his mother had just walloped him.,He was crying like his mother hit him with a spoon.,slate,1
did you see it,It is right in front of you.,telephone,1
"Recent SAB deliberations on mortality and morbidity valuation approaches suggest that some adjustments to unit values are appropriate to reflect economic theory (EPA-SAB-EEAC-00-013, 2000).",Economic theory is the only theory concerning mortality valuation.,government,1
"She was taken to the infirmary, and on recovering consciousness gave her name as Jane Finn.",The hospital believed that her name was Jane Finn.  ,fiction,1
i wish it was as good over here as it is over there but if you're the,I wish it was as nice in America as it was in Iraq.,telephone,1
"Without the discount, nobody would buy the stock.","Nobody would buy the stock if there wasn't a discount, except Maria.",slate,1
He knew how the Simulacra was supposed to develop.,He knew how the Sim would be created in the game.,fiction,1
"This number represents the most reliable, albeit conservative, estimate of cases closed in 1999 by LSC grantees.","This estimate is likely to be lower, or conservative.",government,1
"Say, man, don't you know you've been given up for dead? ",He died of starvation after being left in the desert by his group of friends.,fiction,1
From the Index: Average number of public school students expelled each school day last year for gun  34.,The number of school students expelled is dependent on the availability of guns.,slate,1
"The collection and indeed the building itself is not huge or overbearing, allowing visitors to relax and enjoy the art perhaps more than is possible in such massive galleries as the Louvre or Rijksmuseum.","The visitors who view this collection, have also gone to the Louvre.",travel,1
some of the professors i think imitate Big Bird,The professors like how cool Big Bird is.,telephone,1
"You claw your way into a position to get your calls returned by actually breaking stories, but that reward is empty.",The stories were featured on the front page of the paper.,slate,1
… I succeeded in my false career.,I was very good at pretending to work.,fiction,1
"There is a good restaurant in the village, in addition to a well-stocked mini-market for self-catering visitors.",The village has an Italian restaurant.,travel,1
The FCC will publish a notice in the Federal Register when such approval is granted.,"After approval is granted, the FCC will publish a notice in the Federal Register within 30 days.",government,1
for the direct sunlight and stuff right but uh but i i haven't really found it too bad we've lived in our house about uh oh thirteen years i suppose and and really really only painted once and you know it was new when we bought it and we painted one time since then but you know it's probably going to be time to paint again in a couple of years,"I only had to paint the house once, so the siding has held up well.",telephone,1
"Alonissos has been settled longer than any other Aegean island, estimated by archaeologists to date from 100,000 b.c. , and was valued by many leaders in classical Greek times.",The archaeologists inspecting the site have all but ruined it because of their digging.,travel,1
"Now then, Miss Tuppence, said Sir James, ""you know this place better than I do.",Sir James expected Miss Tuppence to give him directions.,fiction,1
okay what types of music do you like to listen to,Do you like classical music?,telephone,1
yeah yeah you probably get this probably pretty sticky after you get done then you've got to drain the water out of the watermelon because you know when you scrape it it makes the water,It is important to drain the watermelon to make this dish.,telephone,1
"In an atmosphere of economic crisis stagnant productivity, bank closures, and rising unemployment conservatives wanted somebody tougher, more dynamic than eternally compromising old-style politicians.",Banks were able to stay afloat in some cases.,travel,1
um-hum yeah i saw that for the first time yesterday in the evening,I was very impressed when I saw that yesterday.,telephone,1
I have a situation.,This situation may be good or bad.,slate,1
well i i'm doing computer science computer engineering,I switched my major last semester.,telephone,1
"Daniel nodded, fetching me a glass of beer.",Daniel got me a glass of Bud Light.,fiction,1
"San'doro didn't make it sound hypothetical, thought Jon.","San'doro's words were hollow, and Jon knew the truth of that immediately.",fiction,1
Why shouldn't he be? ,He doesn't actually want to be that way.,fiction,1
yeah that's probably a  a little bit under what it is for this time of year i i think i haven't seen the weather the news the weather on the news in the evening lately but i think the average high would be it should be about seventy,The evening news is the same time my favorite show comes on.,telephone,1
yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,You don't have to use punch cards anymore.,telephone,1
and going to school is also always very prohibitive now unless your parents are wealthy,Wealthy parents are necessary for school.,telephone,1
Trays can be found in all sizes and those with a wooden stand make wonderful portable tables for the home.,Some trays can be great for watching tv and eating dinner.,travel,1
"GAO's recommendations are intended to improve the economy, efficiency, and effectiveness of an agency's operations and to improve the accountability of the federal government for the benefit of the American people.",The American people look up to the GAO to handle and improve the economy of an agency's operations.,government,1
and clean up is is uh is a joy uh a little soap and water and air dry them and you don't have to worry about that,You let it air dry because it'll smudge any other way.,telephone,1
"Additions to the 2002 Request for Proposal (RFP) include questions for applicants on staff diversity, recruitment and retention strategies and training, and the organization's strategic planning.",The request for proposal was in May 2002.,government,1
yeah that's up here in New England that's we call that backpacking which is the same thing which is you're you've got everything on your back you know an aluminum camp frame uh,Everyone in New England goes backpacking on the weekends.,telephone,1
uh right now we're actually having uh it's getting nice i mean it was in the high fifties today but three and a half weeks ago we had an ice storm,The weather has been getting warmer because the winter has ended.,telephone,1
"And then I was off, the world exploding behind me.","After I set off the bomb, the world exploded.",fiction,1
"ran toward us rather slowly, like people finishing their run.",They ran slowly because they were tired from working out a lot.,slate,1
The percent of total cost for each function included in the model and cost elasticity (with respect to volume) are shown in Table 1.,Each function cost $1000 to create.,government,1
"Still Bork waited, staring upwards.","Bork was waiting for the return of his wife, who had been lost.",fiction,1
"Jerusalem was divided into east and west, under the control of Jordan and Israel respectively.",Jordan and Israel were still not on great terms with each other and refused trade.,travel,1
yeah because those things i think would just snap you know,Because they would break under that much force.,telephone,1
Game-trackers will be out by this time in an attempt to locate the tiger's hunting ground for the evening safari.,The tigers are hunting at this time.,travel,1
"Like Arabs and Jews, Diamond warns, Koreans and Japanese are joined by blood yet locked in traditional enmity.",Koreans and Japanese have tension between them because of a war long ago.,slate,1
These traditional low-drafted craft ply effortlessly and quietly through the water guided by their experienced pilots.,There is a lack of experienced pilots for these low-drafted craft.  ,travel,1
With him was the evil-looking Number 14.,Number 14 was ugly.,fiction,1
They were inferior.,They were inferior because they lacked knowledge.,slate,1
This makes it incumbent on the government to create incentives to recruit new employees and retain older employees.,The government needs to think of incentives every 6 months or so. ,government,1
"According to the Natural Resources Conservation Service, this single, voluntary program will provide flexible technical, financial, and educational assistance to farmers and ranchers who face serious threats to soil, water, and related natural resources on agricultural and other lands, including grazing lands, wetlands, forest lands, and wildlife habitats.",Farmers and ranchers must have all of their licenses and permits to qualify. ,government,1
uh-huh oh yeah all the people for right uh life or something,all the people for the right life exercise on a regular basis,telephone,1
um we tried that but we really weren't happy with it so he does that all himself now,"We tried valiantly, but because one of us wasn't happy with it, he decided to do it all himself. ",telephone,1
The case law is a whole body unto itself.,"The case law is a whole body unto itself, because it perplexes some people. ",government,1
"Similar conclusions have been reached by state legal needs' studies in a dozen states including Florida, Georgia, Hawaii, Illinois, Indiana, Kentucky, Maryland, Massachusetts, Missouri, Nevada, New York, and Virginia, using a variety of methodologies for estimating the unmet legal needs of the poor.", Similar conclusions have been seen across the world,government,1
"Unless the report is restricted by law or regulation, auditors should ensure that copies be made available for public inspection.",This report is most likely restricted by law or regulation and should not be ensured.,government,1
Marriage is an important institution.,Marriage is crucial to society.,slate,1
And who should decide?,Someone should make the decision.,slate,1
"Ah, ma foi, no! replied Poirot frankly. ",I asked Poirot if he liked cats and he said no. ,fiction,1
and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual,You wonder if it's possible to rehabilitate those types of people.,telephone,1
The arts also flourished in India during these early times.,The arts would later diminish into obscurity.,travel,1
"He charged Jon, knife high.",He charged Jon with a bloody knife.,fiction,1
"Its scorecard included measures for accuracy, speed and timeliness, unit cost, customer satisfaction, and employee development and satisfaction.",Accuracy and speed are the first measurements listed on the scorecard.,government,1
We start with the fine review of a shockingly funny comedy about eye disease.,It was a whole comedy series about eye disease.,slate,1
Some bugs are hell to track down.,It takes hours to find some bugs.,slate,1
Paper goods.,Paper goods are easily sold.,travel,1
i ripped the ligaments in my right ankle,"ever since i injured my right ankle, i can't put weight on it",telephone,1
"Sit down, will you?"" Tuppence sat down on the chair facing him.",He asked Tuppence to sit on a red chair. ,fiction,1
"Among the sights in Beziers are the ancient Eglise Saint Jacques and Eglise Sainte Madeleine, the 19th-century Halles (covered market), and the massive Cathedrale Saint-Nazaire, from which there is a good view over the river valley.",Beziers has thousands of visitors from other countries every year.,travel,1
Whether a government postal service can engage in these kinds of negotiations deserves serious study.,The postal service is very useful.,government,1
The agencies requesting guidance on internal controls when implementing fast pay have also designed procedures to verify receipt and acceptance of goods ordered on an afterthefact sampling basis rather than on the basis of a 100percent postpayment verification as is traditionally done.,The sampling basis method is more efficient and cost effective.,government,1
i don't know i i do i can think of all the uh the biblical things about it too where what did they say to uh i can't think of the scripture Render unto Caesar's what is Caesar's so,I know this because I own a bible.,telephone,1
"His voice was even and calm, not a hint of rage.",He was not at all concerned about what was happening.,fiction,1
The two programs are currently housed in buildings about a block apart.,The reason for the programs' close proximity to each other is the similarities of their programs.,government,1
but you know they kids seem like when they get ten or twelve years old they fall out of that and and they don't follow it at all you know there're very few scouts go on and become Eagle Scouts and and i don't know what the high rank is for the gals but,The highest rank for Girl Scouts is Hawk Scout.,telephone,1
"On the west side of the square is Old King's House (built in 1762), which was the official residence of the British governor; it was here that the proclamation of emancipation was issued in 1838.",The Old King's House had an incident where the King was murdered inside of it.,travel,1
"I am not aware of any studies comparing the number of words an average person could expect to hear spoken in a typical day 500 years ago vs. the number that can be heard now, but the increase surely is vast.",It makes me upset that I've yet to see any study done on how many words the average person hears throughout the day.,slate,1
Ile de R??,Ile de R is no longer part of the attraction.,travel,1
"While AILA has joined the ACLU and other organizations in a Freedom of Information Act request to find out who is being detained where and why, Mohammed notes that the reasons for the immigrants' detention were not immediately clear and sometimes had dire consequences.",The AILA joined the ACLU in requesting the information to be released immediately.,government,1
Possibly no other country has had such a turbulent history.,The country's history is completely different than other countries' histories.,travel,1
yeah and i'll do this uh sometimes i'll put my after I pour that into my back into my saucepan i'll put the eggs in the same dish and beat them up and then pour the cornstarch and the milk mixture in the egg so,I like to add eggs in the same dish because they are healthy.,telephone,1
so i don't completely agree with that either,I have different reasons for doubting each.,telephone,1
Windows 95 costs about $90 at my local computer superstore.,Windows 95 is a bargain.,slate,1
"He saw Stark buried under the earth, screaming for a mercy or death that would never come and crawling out of the rock decades later.",Stark got buried in a big hole.,fiction,1
Most traditional reform options involve workers paying more for promised benefits or getting lower benefits.,Reform plans floating in committee at this time suggest workers will need to pay more or get less.,government,1
"To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas.",Many questioned why he was painting with blood in the first place.,slate,1
yes uh i bought a uh Bristol thirty five five for my wife,I bought the Bristol from the old pawn shop near the docks.,telephone,1
"Indeed, recent economic research suggests that investment in information technology explains most of the acceleration in labor productivity growth-a major component of overall economic growth-since 1995.",The investment led to a 60 percent growth in labor productivity.,government,1
"Clearly, GAO needs assistance to meet its looming human capital challenges.",GAO will soon be suffering from a shortage of qualified personnel.,government,1
The experiment lasted only until Ahkenaten's death when almost all records relating to the King were destroyed.,The experiment ended with Ahkenaten's death when he was stabbed.,travel,1
The final rule contains a Federalism Assessment under Executive Order,The final rule had a federalism assessment that was added through executive order by the President.,government,1
What idiots girls are! ,"Girls can put emotions ahead of logical thought, giving the appearance of idiocy.",fiction,1
"However, SCR installations designed to comply with the NOX SIP Call are generally already into the installation process or, at a minimum, into the engineering phase of the project.",SCR installs only have NOX SIP to comply with.,government,1
of course you could annex Cuba but they wouldn't like that a bit,Cubans would go up in arms if we tried to annex Cuba.,telephone,1
The spear missed Vrenna by only a hand-span.,The weapon was very sharp.,fiction,1
It profiles a new kind of office superstore-cum-hotel that sells generic office space to lonely telecommuters.,The telecommuters are grateful for the opportunity to buy the office space.,slate,1
"He went down on his knees, examining it minutely, even going so far as to smell it. ",It smelled like eggs. ,fiction,1
"The building will also house two smaller volunteer-based programs, the Multi-Cultural Law Center and the Senior Lawyer Volunteer Project.",In order to save on expenses these two entities will share the space.,government,1
A poll of Hong Kong residents finds them sanguine about the city's future.,A poll of Hong Kong residents finds them more sanguine about the city's future than before. ,slate,1
they take the football serious,They love watching football.,telephone,1
: Adrin's Third Lesson,The first lessons had been easy.,fiction,1
"Oh! I exclaimed, much relieved. ",He was going to get the operation to remove his penis. Finally.,fiction,1
"Last year at Tuscaloosa's Turning Point Domestic Violence Sexual Assault Services, half of the 160 women who sought shelter used Legal Services, said executive director Kathy Benitez.","The other half of the women were scared that the legal system was against them, so were too scared to use the Legal Services.",government,1
"A little past the small theater built for local dramatic performances, there's a fine view across the bay to Basse-Terre.",There are a number of art performances in the area.,travel,1
"The show, which begins each evening at 9:00 p.m. , relates in melodramatic fashion the history of Istanbul while coloured floodlights illuminate the spectacular architecture of the Blue Mosque.",The show lasts for two and a half hours.,travel,1
"Also, under credit reform, the credit subsidy cost is recorded as an outlay when a direct or guaranteed loan is disbursed.",Recording credit subsidy costs as outlays at disbursement makes it easier to keep track of transactions.,government,1
Wacky Tangent of the  Washington Week in Review host Ken Bode scolded the New York Times Magazine for a Nov. 9 fashion spread he said endorsed the now-discredited fashion trend of heroin chic.,Ken Bode has criticized the New York Times Magazine in the past.,slate,1
We know they will have to come from the south but that gives them a space as wide as the town in which to launch their attack.,The people will come from the south with lots of weapons.,fiction,1
Working for Philip Morris isn't like defending an indigent murderer in a death penalty appeal.,Working for Philip Morris is a legal challenge.,slate,1
"Finally, the FDA will conduct workshops, issue guidance manuals and videotapes, and hold teleconferences to aid small entities in complying with the rule.",The FDA has conducted many workshops over its operating years. ,government,1
Other Major Museums,Many huge museums can be found in the country.,travel,1
Emergency physician attitudes concerning intervention for alcohol abuse/dependence in the emergency department.,Physicians have different attitudes concerning substance abuse in the ER.,government,1
Five minutes later she smiled contentedly at her reflection in the glass.,She was looking at her reflection in the rearview mirror of her car.,fiction,1
"The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.","Higher GDP growth in recent years has been contributed to increased investment, which made the people happy to have a great economy. ",government,1
with little back packs of their own and you know things like that,I'm not sure they're old enough to have back packs.,telephone,1
oh you know i like what i'm doing right now,I do a few things right now.,telephone,1
Today it is possible to walk through the old agora (marketplace) and stroll along Roman roads.,Walking through the old agora is a popular pastime. ,travel,1
"During his disastrous campaign in Russia, he found time in Moscow to draw up a new statute for the Com??die-Francaise (the national theater), which had been dissolved during the Revolution.",Napoleon led the invasion.,travel,1
"All-inclusive packages and large resort hotels offer restaurants, sporting activities, entertainment, wide-screen sports channels in the bars, shopping, and a guaranteed suntan.",Large resort hotel restaurants are the best you can find.,travel,1
"Even us if you needed,"" said Jon.",He secretly did not want to be asked for help.,fiction,1
Bill Clinton has developed a rhetoric and a series of positions that span this divide.,Bill Clinton is working to eventually close this divide.,slate,1
"Perhaps all we can say of great acting is that it involves assimilation rather than accumulation, that the performer isn't so much a surrogate as a vessel.",An actor is judged solely on quality of performance.,slate,1
Simpson through the tunnels of time.,Simpson in the future and the past.,slate,1
"Prototyping, for example, may act as part of the requirements definition process, helping the agency identify and control areas of high uncertainty and technical risk.",Prototyping allows for mistakes to occur with minor damages. ,government,1
uh the one we thought would be the most timid uh turned out to be the one that stuck with it and was the first to learn,The one we thought would be timid was the first one to learn how to climb without a harness. ,telephone,1
yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session,We still have three more weeks of counseling left even if everything seems positive. ,telephone,1
little too much maybe,"Possibly a bit excessive, but let's ask my mom what she thinks. ",telephone,1
"Although the accounting and reporting model needs to be updated, in my view, the current attest and assurance model is also out of date.",The accounting model needs to be updated in addition to the assurance model that was written in 1995.,government,1
"Almost directly overhead, there was a rent place where the strange absence of color or feature indicated a hole in the dome over them.",The rent place was in a poor part of town.,fiction,1
"Rouen is the ancient center of Normandy's thriving textile industry, and the place of Joan of Arc's martyrdom ' a national symbol of resistance to tyranny.",Joan of Arc was the daughter of a textile worker.,travel,1
"However, the associated cost is primarily some of the costs of assessing and collecting duties on imported merchandise, such as the salaries of import specialists (who classify merchandise) and the costs of processing paperwork.",the associated cost is how much people spend relative to this amount,government,1
"a 808(2) only applies if the agency finds with good cause that notice and public procedure thereon are impracticable, unnecessary, or contrary to the public interest.",It is hard to determine if public procedure is contrary to public interest.,government,1
and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,He would mow your entire yard in eight minutes if he was using a power mower.,telephone,1
"As shown in Exhibits A-1 and A-2 in Appendix A, in the first phase of technology implementation, an engineering review and assessment of the combustion unit is conducted to determine the preferred compliance alternative.",They wanted to show the progress being made with implementation.,government,1
"The day may well come, as Barlow and Dyson seem to believe, when book publishers as we know them will disappear.",Barlow and Dyson believe that certain book publishers are currently making record profits.,slate,1
"In America, his colleagues are mostly defeated (Miss Mudd, his predecessor on his first job, has retired early in disgust) when they aren't sadistic.","When his colleagues aren't sadistic, they are mostly defeated, so that is why the system is changing.",slate,1
"The central section of Tinos has little of interest, but make your way over the hills to the pretty village of Pyrgos, famed for its school of marble carving.",Not very many tourists visit the central section of Tinos.,travel,1
