premise,hypothesis,genre,label
and if it's above six hundred you're going to have to do it and i got one thirty one,"If it's is over six hundred you are required to do it, but I got one thirty one. ",telephone,0
" There was food for all, and houses had been conjured hastily to shelter the people.",Houses were quickly built to shelter people.,fiction,0
"In 1654 Oliver Cromwell, Lord Protector of England, dispatched a British fleet to the Caribbean to break the stranglehold of the Spanish.",Cromwell send them to the Caribbean.,travel,0
yeah and i'll do this uh sometimes i'll put my after I pour that into my back into my saucepan i'll put the eggs in the same dish and beat them up and then pour the cornstarch and the milk mixture in the egg so,Sometimes I put the eggs in the same dish and add the cornstarch.,telephone,0
yeah because being a student i'm doing it for the money,"I'm a student, and I need the money I get by doing this.",telephone,0
"Designed as a series of pleasure gardens in the Italianate style in 1865, with cascades, spectacular fountains, and rustic grottoes, an ongoing restoration hopes to bring them back to the original plan.",There is an ongoing restoration which hopes to restore the pleasure gardens to their original splendor.,travel,0
yeah i'm trying to find out how long we're supposed talk,I'm not sure how long we're supposed to talk for.,telephone,0
"There's nobody telling that landlord to fix the property, Simmons said. ",Simmons said that nobody told the landlord to fix the property.,government,0
and you fry them with garlic and a little bit of couple dashes of hot pepper,To cook them you use garlic and a little bit of hot pepper.,telephone,0
It spoils the sport.,It ruins the fun.,travel,0
oh really yeah i've i've never seen either one of them,I've never looked at either of them.,telephone,0
The campaigns seem to reach a new pool of contributors.,New people chose to donate to the cause ,slate,0
"And here, current history adds a major point.",A major point is added by current history.,slate,0
"In the 19th century, when Kashmir was the most exotic hill-station of them all, the maharaja forbade the British to buy land there, so they then hit on the brilliant alternative of building luxuriously appointed houseboats moored on the lakes near Srinagar.",The British built luxury houseboats on the lakes near Srinagar in the 19th century.,travel,0
"As Russell points out, some 400,000 legal aid cases go unassisted each year.",A lot of legal aid cases go unassisted each year.,government,0
Saint-Paul-de-Vence,Saint-Paul-de-Vence,travel,0
Drinks are available and expensive.,Drinks cost a lot.,travel,0
i mean i'm i'm sort of strange in a way i'm i'm about twenty pounds overweight and i smoke but my blood pressure is about my last reading was just the other day it was one hundred two over seventy nine,I smoke and am overweight. My last blood pressure reading was 102 over 79. ,telephone,0
so i really i really don't have heart burn at all with doing it myself over four nights tie i tied the car up if four days but we're fortunate we didn't need it,When I did it for four nights I didn't have heartburn.,telephone,0
"Additions to the 2002 Request for Proposal (RFP) include questions for applicants on staff diversity, recruitment and retention strategies and training, and the organization's strategic planning.",The request for proposal was in 2002.,government,0
"I feel, though, that I should like to point out to you once more the risks you are running, especially if you pursue the course you indicate.",I do not think that you understand the risks you are taking.,fiction,0
if it had rained any more in the last two weeks instead of planting Saint Augustine grass in the front yard i think i would have plowed everything under and had a rice field,It's rained enough to make a rice patty.,telephone,0
"Relationship Between Quality of Life Instruments, Health State Utilities, and Willingness to Pay in Patients with Asthma.","The relationship between quality of life instruments, health state utilities and willingness to pay patients with asthma. ",government,0
"The first, reached from Luxor, is Esna, 54 km (33 miles) by road.",Esna is located 54km away from Luxor.,travel,0
The aggregate effect on the amount of federal government saving is what affects the level of national saving and economic growth.,Federal government saving affects economic growth.,government,0
Number of testimonies,There are a number of testimonials. ,government,0
"As Ben Yagoda writes in the New York Times Book Review , somewhere along the way, Kidder must have decided not to write a book about Tommy O'Connor.",A book was not written about Tommy O'Connor.,slate,0
Thorn held a sword different from any Ca'daan had ever seen.,Ca'daan had never seen someone hold a sword like Thorn held it.,fiction,0
"Zoom-out vs. zoom- Ever since Roe , pro-life posters and pamphlets have depicted isolated fetuses.",Isolated fetuses have featured on pro-life pamphlets in the aftermath of Roe.,slate,0
to see this kind of thing and you know if you can do any any little bit it helps so,To observe this kind of thing and know if you can do any.,telephone,0
yeah and they've got those bins that just stay there and they decorated them real cute you know with a bunch of big old flowers and stuff,The bins just stay there and are decorated.,telephone,0
"Massive tidal waves swept over Crete, and other parts of the Mediterranean, smashing buildings and drowning many thousands of people.",Thousands of people drowned when tidal waves swept the island.,travel,0
"The NYT , in its front-page coverage, says the plane was flying far lower than the rules for training missions allow.","According to the NYT, training missions did not allow planes to fly that low. ",slate,0
how long has he been in his present position,What length of time has he held the current position?,telephone,0
"Ah, ma foi, no! replied Poirot frankly. ",Poirot disagreed with me. ,fiction,0
"It is, as you see, highly magnified. ",It is plain for you to see that it is amplified.,fiction,0
oh i'll bet they did,I'm sure they did,telephone,0
Today it is the effects of pollution that are taking their toll on Agra's monuments.,Agra's monuments are being damaged by pollution.,travel,0
And these are tough times for reviewers in general.,"Reviewers, as a class, are struggling at the moment.",slate,0
much with whatever it's with the Black the Black problem or whatever that may be now,There is a Black issue that could be called something else now.,telephone,0
you know your children are going you know you've got five children in school instead of somebody that only has one or none and so you they're paying more income tax to pay for your children to go to school it just you know doesn't make sense,It doesn't make sense that people have to pay income tax for other people.,telephone,0
Acquaintances of mine have become Orthodox because of the codes.,The codes have caused some of my friends to become Orthodox.,slate,0
"FEC Chairman Scott Thomas, a Democrat who was also at the conference, noted that the Federal Election Campaign Act of 1971 outlined three principles that need to be preserved on the  1) disclosure of how money is raised and spent to influence elections; 2) limits on the amount that any one person can contribute to a campaign; and 3) restrictions on independent spending by corporations and unions.",Scott Thomas was the FEC Chairman.,slate,0
"So he goes out and walks in the woods, little dreaming that Mrs. Inglethorp will open his desk, and discover the incriminating document. ",He goes out into the woods.,fiction,0
"How long, Thaler and Siegel ask, will it take most investors to get wise to the fact that the equity premium is just too damned high?",Thaler and Siegel want to know how long it will take most investors to know realize and know the implications of the equity premium being too high.,slate,0
Where lies the real Japan?,There is a question where the real Japan lies.,travel,0
so do you have do you have the long i guess not not if there's see i was raised in New York but i guess up there you all don't have too long of a growing season do you,I suppose you have a shorter growing season where you are.,telephone,0
uh high humidity,Air with increased water content.,telephone,0
"They wanted you, so they got you.""  Dave considered it.",They obtained you because they wanted you.,fiction,0
"Instead, the task of defending Bradley fell to Erving, who shrugged that it's probably a debatable issue, but knowing Sen.",Erving became responsible for Bradley's defense.,slate,0
He and his associates weren't operating at the level of metaphor.,The associates were not at level at the metaphor.,slate,0
um-hum yeah i saw that for the first time yesterday in the evening,Yesterday was the first time I had ever seen that.,telephone,0
"In fact, the Lions of Delos were made from Naxos marble.",The Lions of Delos are composed of Naxos marble.,travel,0
"TIG funds support the Technology Evaluation Project, an initiative of the Legal Aid Society of Cincinnati.","TIG funds are used to support the Technology Evolution project, a legal aid society in Cincinnati. ",government,0
"Generally, FGD systems tend to be constructed closer to the ground compared to SCR technology retrofits.",FGD systems are usually constructed closer to ground in comparison to SCR technology.,government,0
2. Receiving Water Samples,The water samples should be received.,government,0
"It spoke of thousands of years, even before the times of the old empire.",It was older than the old Empire.,fiction,0
"Sue me, Royko wrote.","""Sue me"" Royko wrote. ",slate,0
Well? cried Tommy eagerly.,"Tommy cried out, waiting for an answer.",fiction,0
it may be arrogant but i mean let them come to us,"It might sound arrogant, but allow them to come to us",telephone,0
The great breathtaking Italian adventure remains the road.,The road remains the Italy people want to see. ,travel,0
"What's more, there is no evidence of any competitive evaluation of Tripp before she was offered this job.",It is doubtful Tripp was evaluated before receiving this job offer. ,slate,0
an d now we got the governor she's going to do that,Now we have the governor and she is going to do that.,telephone,0
The important thing is to realize that it's way past time to move it.,It has not been moved yet in the past.,slate,0
"Sainte-Anne itself has a long, broad beach used not only by fishermen in vividly painted boats, but also by families with small children.",Families with small children and fishermen with boats can be seen along the beach in Sainte-Anne.,travel,0
Many lakes or sections of lakes are also wildlife conservation areas; these guides list the regulations that are in effect to protect water birds and other animals.,There are lake sections that also function as places for wildlife conservation.,travel,0
"All of the islands are now officially and proudly part of France, not colonies as they were for some three centuries.",The islands are part of France now instead of just colonies.,travel,0
"I think it behooves Slate, in its effort to take over the public-opinion industry, to make a thorough effort to uncover the truth behind this unnatural connection.",Slate should make an effort uncover the truth.,slate,0
"Ceter of the national aerosece industry, with a vigorous local culture and bright and breezy street life, this university city has an infectious enthusiasm to it.",The nation's aerospace industry is headquartered in this city.,travel,0
Expenses included in calculating net cost for education and training programs that are intended to increase or maintain national economic productive capacity shall be reported as investments in human capital as required supplementary stewardship information accompanying the financial statements of the Federal Government and its component units.,Net cost for education programs can be calculated as a way to increase productivity.,government,0
I'm busy now.,I'm not free right now.,fiction,0
"Carmel Man, a relation of the Neanderthal family, lived here 600,000 years ago.",Carmel Man isn't alive today.,travel,0
"The great thing is to keep calm."" Julius groaned.",Julius made a groaning sound.,fiction,0
"Restored in 1967, the beautiful exterior is complemented by the fine period furniture housed inside.",The beautiful exterior was restored in 1967.,travel,0
"The newspaper publishes just one letter a week from a reader, always with an editorial riposte at the bottom.",Only one letter from readers is published weekly and there is an editorial offered for it.,slate,0
Poirot remained lost in thought for a few minutes. ,Poirot was focused deeply on his thoughts.,fiction,0
And two- the personal pronoun problems were going to get serious.,There were going to be problems with the personal pronoun.,fiction,0
"'But if White has any designs at all on living, he'll be as far from Little as he can possibly get by now.'",White will be a long ways away from Little right now.,fiction,0
but how do you know  the good from the bad,But how do you separate good from bad?,telephone,0
but we're taking our time we're going uh try to make our decision by July,We are in no rush to make a decision.,telephone,0
"(Never mind the strictest reading, which supposes that creation took a week.)","The creation apparently took a week, supposes the reading.",slate,0
The call is coming from inside the house!,The call is coming from somewhere in the house.,slate,0
"It was planned in the 1820s as a symbol of Scottish national pride and designed as a mini-Parthenon, in deference to the neoclassical style popular at the time.",It was designed to be a smaller version of the Parthenon.  ,travel,0
and these poor guys out there uh trying to uphold the law um i don't know i kind of think they should bring back capital punishment,It might be beneficial to start using capital punishment again.,telephone,0
This call to play fortuneteller is not easily refused.,It's not easily refused the call to play fortuneteller.,slate,0
are uh very few and then the other people just plan it you know it's like it's like have you have have you ever seen the commercial like for Federal Express where the with uh the think tank,Some people plan things like that think tank commercial.,telephone,0
"To some critics, the mystery isn't, as Harris suggests, how women throughout history have exploited their sexual power over men, but how pimps like him have come away with the profit.",Some critics think that it is a mystery how pimps have profited from women's sexuality.,slate,0
Fast forward to 1994 and beyond.,Onwards to 1994 and beyond.,slate,0
"Hence, it appears likely that the proportion of LC to AO mail is less for inbound mail than for outbound.",It looks like the proportion of LC to AO mail is less for inbound mail than for outbound.,government,0
"In other words, the paper exhibited the all-too-typical journalistic tic of exposing potential conflicts of interest involving politicians while ignoring those involving journalists.","The paper shows, the journalists exposing potential conflicts of interests around politicians, but never exposing other journalists.",slate,0
"Julius before the safe in the flat, her own question and the pause before his reply, ""Nothing."" Was there really nothing? ","In the flat, Julius answered her after pausing.",fiction,0
There are certain categories of control activities that are common to all agencies.,All agencies share some things in common in certain regards.,government,0
Nabatean trading town on the route from Gaza to Petra .,"Between Gaza and Petra, there is a Nabatean trading town.",travel,0
hi Mary have you gone visiting uh any new restaurants lately,"Hello, Mary, have you gone anywhere recently, such as restaurants? ",telephone,0
that's their signal,That's their sign.,telephone,0
yeah so i i trotted back to the car rather quickly uh jumped in went home and took a hot shower and changed clothes and went back,"I drove home, took a shower, changed clothes and went back.",telephone,0
that would be good what'd you say,I am interested in what you'd say.,telephone,0
Table 4.1: Selected Federal Income Tax Provisions That Influence Personal Saving,Table 4.1: Tax Provisions Related to Personal Saving,government,0
Another unit was added on to the communal dwelling each time a marriage created a new family.,A new unit is put on the communal dwelling every instance a new family was created through marriage.,travel,0
now you know the ball'll go straight and i go  i never broke a club or anything but you know i'd get upset about it sometimes and now i guess you know being in my forties i just kind of mellowed out a little bit i don't get upset any more so,"I used to get upset about it, but not anymore.",telephone,0
"Generally, data collection and analysis are concurrent and interactive-that is, yoked in case study methods.",Data collection and analysis are concurrent and interactive in cast studies ,government,0
"If anything, ultimate fighting is safer and less cruel than America's blood sport.",There are things that are more dangerous that ultimate fighting. ,slate,0
ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Econometric model is an equation of related equations used to analyze economic data with math,government,0
"These are issues that we wrestle with in practice groups of law firms, she said. ",Practice groups of law firms wrestle with these issues.,government,0
I took to him at once.,I liked him instantly. ,fiction,0
This is Susan.,Susan is who this is. ,fiction,0
we only have to get up for you know for the daytime feedings,We only have to get up for the daytime feedings.,telephone,0
"The Mosque of El-Jezzar, built in 1781, dominates the landside of the old city (the other three sides jut into the Mediterranean).","The old city contains the Mosque of El-Jezzar, which was built over 200 years ago.",travel,0
"That first glimpse of the towering, steepled abbey rising from the sea on its rock is a moment you will not forget.",The sight of the abbey atop a rock in the sea is a stunning view.,travel,0
"The collection and indeed the building itself is not huge or overbearing, allowing visitors to relax and enjoy the art perhaps more than is possible in such massive galleries as the Louvre or Rijksmuseum.","The visitors can relax in the building, because it is not too overbearing.",travel,0
"The movie doesn't come to much, though.",This movie did not exceed my expectations.,slate,0
"Julius Caesar's nephew Octavian took the name Augustus; Rome ceased to be a republic, and became an empire.","Octavian, Julius Caesar's nephew, took the name Augustus; Rome ceased to be a republic, and became an empire.",travel,0
"Rightly or wrongly, America is seen as globalization's prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them.",America's role in the globalization movement is important whether we agree with it or not. ,slate,0
"Do you trust me, Uncle?Gauve hesitated.",Gauve asked his uncle if he trusted him.,fiction,0
"Ah, triple pig! ",three times pig.,fiction,0
The Government does not sacrifice anything of value in exchange and the entity that forfeits the property does not receive anything of value.,The Government does not provide compensation for forfeited property.,government,0
"The girls who wish to wear the scarf in Turkey say it represents Muslim female empowerment, and they consider themselves oppressed if it's forbidden.",There are women in Turkey who prefer to wear the scarf.,slate,0
"Under the budget deal, by 2002, national defense will consume about $273 billion a year compared with $267 billion now.",The United States national defense budget will increase by 6 billion dollars.,slate,0
"External Validity The extent to which a finding applies (or can be generalized) to persons, objects, settings, or times other than those that were the subject of study.","External Validity gets its name from the fact that what's being studied are people, things, and individuals who are outside of the study.",government,0
it'll be a nice little bit of money we're going to,We are going into a nice bit of money.,telephone,0
"But of course, that's just another way of saying that liberal democracy--a value Huntington surely ranks above the alternatives morally--may never fit some peoples as naturally as it fits us.",Liberal democracy may not fit some people as good as it fits us.,slate,0
oh you went to the dollar movie yeah yeah they show up at the dollar movie right after they get come out you know they're usually not not that great or didn't do that great anyway let me see let me see another movie i watched uh i want to see is uh that new one uh,they are shown at the dollar movie theater immediately after they're released,telephone,0
His grandson Akbar chose Agra for his capital over Delhi.,"His grandson chose Agra for the capital, not Delhi.",travel,0
You know.,You are aware.,slate,0
"But the door was locked?"" These exclamations burst from us disjointedly. ","We chaotically exclaimed, ""But the door wasn't unlocked?""",fiction,0
"St. Barts, of course, is completely undefended.",There are no defenses in St. Barts.  ,travel,0
We make simulacra out of mandrakes--like the manicurist in the barber shop.,Simulacra is made from mandrakes. ,fiction,0
"Since the mid 1990s, aggregate household wealth has swelled relative to disposable personal income, largely due to increases in the market value of households' existing assets (see figure 1.2).",The reason for the growth of aggregate wealth in households is the appreciating market value of existing assets following the mid 90s.,government,0
is that what you ended up going into,So that must be what you chose to do?,telephone,0
but how do you know  the good from the bad,But how do you know when a choice is good or bad?,telephone,0
"In addition, Saracens invaded the Provencal coast from North Africa, and Magyar armies attacked Lor?­raine and Bur?­gun?­dy.",The armies of Mayar launched an attack on Lorraine and Burgundy.,travel,0
and the other thing is the cost it's almost prohibitive to bring it to a dealer,The cost of fixing it makes it hard to bring it to a dealer.,telephone,0
oh uh-huh well no they wouldn't would they no,"No, they wouldn't.",telephone,0
yeah yeah so it's interesting to talk to somebody from that general vicinity,Conversing to someone in the area is interesting.,telephone,0
They should have him be just a disembodied voice.,"The entity should not be seen, only heard.",slate,0
"The seven grants flow from a new Nonprofit Capacity Building program at the foundation, part of a trend among philanthropists to give money to help organizations grow stronger, rather than to the program services they provide.","The grants flow from a Nonprofit Capacity Building program at the foundation, exemplifying a trend among philanthropists to give money to grow organizations.",government,0
yes yeah yeah well it it that's right and it,"that's right, yes",telephone,0
i'll listen  and agree with what i think sounds right,I will agree with whatever I think sounds right.,telephone,0
Technological advances generally come in waves that crest and eventually subside.,Advances in electronics come in waves.,government,0
"3 Accordingly, auditors performing financial audits need to be proficient in applying the AICPA standards and guidance contained in the SASs.",Auditors that perform financial audits have to be proficient with AICPA standards and guidance contained in the SASs,government,0
"Not surprisingly, then, Fannie Mae's public-relations operation is unparalleled in Washington.",Fannie Mae has great public-relations.,slate,0
"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the current system reflects that diversity,government,0
What have we for lunch? ,What are we going to eat for lunch?,fiction,0
"Against his own advice, Ca'daan dared to stare off the edge once as they neared the end.",Ca'daan did not follow his own advice.,fiction,0
I lay awake waiting until I judged it must be about two o'clock in the morning.,I assumed that it was two o'clock in the morning. ,fiction,0
The  rock  has a soft texture and can be bought in a variety of shapes.,The rock comes in various shapes.,travel,0
Tuppence seized the bell and Jane the knocker.,Tuppence and Jane were by the door.,fiction,0
What seems to be a special bargain price for just  one week only  could turn out to be a year-round con.,Some weekly store sales turn out to be a year-round sale scams.,travel,0
"Mykonos has had a head start as far as diving is concerned because it was never banned here (after all, there are no ancient sites to protect).",Diving was banned in places other than Mykonos.,travel,0
need the car the next day type deal so,It's a situation where you need the car the next day.,telephone,0
You did not understand that he believed Mademoiselle Cynthia guilty of the crime?,You were unaware that he thought Mademoiselle Cynthia was guilty?,fiction,0
you want to punch the button and go,You should go after punching the button.,telephone,0
"This is one of the reasons we're growing too weak to fight the Satheri.  ""What's wrong with a ceremony of worship, if you must worship your eggshell?"" Dave asked.","Eggshell worship is the reason we're growing too weak to fight the Satheri, yet Dave asked about it.",fiction,0
huh-uh the the yeah see the Taurus Show has the spoiler kit and the and the big engine and the and stuff like that,The Taurus show had some spoiler kits.,telephone,0
"At that event, legal services personnel, court personnel, and other technology experts saw demonstrations by four companies on their products, and assessed their utility for preparing pro se documents.",Legal services personnel saw product demonstrations. ,government,0
i think it's real good anyway it's it's been it was nice meeting you,It was nice meeting you,telephone,0
do you do you put it in the refrigerator then or you,Do you put it in the refrigerator after?,telephone,0
The new rights are nice enough,The latest privileges are adequate  ,slate,0
He fell in love with Monica Lewinsky--and even told her he wanted to be with her when he left office.,He told Monica that he would like to be with her even after leaving the office.,slate,0
Loire Valley,A valley in the locality of Loire.,travel,0
"appropriate agency representatives, help resolve","the right agency employees, help fix",government,0
China's civil war sent distressing echoes to Hong Kong.,China fought a civil war.,travel,0
um-hum what is your worst then,Then what is your worst?,telephone,0
"Now it's my turn, and even if I'm walking in a dead man's shoes, I can make my way afresh.",It's my turn to do this.,fiction,0
"Cirque du Soleil's The latest from the acclaimed international troupe, O dazzles in an aquatic environment that utilizes 1.5 million gallons (6.8 million liters) of water.",Cirque du Soleil is an international troupe.,travel,0
"They won't be killing off George Clooney's character at ER like they did to Jimmy Smits at NYPD . Instead, Dr. Doug Ross is being forced out over the next two episodes because the maverick heartthrob gives an unauthorized painkiller to a terminally ill boy (Thursday, 10 p.m.).",George Clooney will not be getting fired from his TV show. ,slate,0
But a list of who's better than other people in some aspect or another is not inevitable and does not make the economy any more prosperous or society any richer in other ways.,A list of people those believe better than others will not prosper the economy.,slate,0
"In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.",You can design your own plate or whole dinner service in Hong Kong.,travel,0
uh-huh and is it true i mean is it um,It's true.,telephone,0
Grantees statistically sample the cases closed in the previous year to determine if the sampled cases generally meet the requirements for reporting cases to LSC.,Grantees check out cases to see if they meet requirements.,government,0
That is well. ,That is good.,fiction,0
i always wait for the movie i don't have time to read the book,I don't have time to read the book so I always wait for the film.,telephone,0
"Well, we will come in and interview the brave Dorcas."" Dorcas was standing in the boudoir, her hands folded in front of her, and her grey hair rose in stiff waves under her white cap. ",Dorcas will be asked questions and is brave with Grey hair. ,fiction,0
"She kept her most important papers in a purple despatch-case, which we must look through carefully.""",We must carefully look through the purple despatch-case that she kept her most important papers in.,fiction,0
You're the Desert Ghost.,You are actually the Desert Ghost.,fiction,0
"Still, commercial calculation isn't sufficient to explain his stand.",Commercial calculation is still not enough to explain his resolve.,slate,0
"In short, we all got tired of clever analyses of what might happen; and throughout economics there was a shift in focus away from theorizing, toward data collection and careful statistical analysis.",We all got tired of data collection and clever analyses of what might happen.,slate,0
They make a pretty pair working together.,They work well together.,fiction,0
does does that make since to you,Is this reasonable to you?,telephone,0
"THEY ARE READY, returned Susan's voice in the back of his mind.",He could imagine Susan's voice speaking to him.,fiction,0
yeah well at least as they told us uh two shifts,"A minimum of two shifts, they mentioned to us.",telephone,0
"Under the rule, HUD may also accept an assignment of",HUD under rules may accept some assignments.,government,0
yeah i have too and i found it real interesting but,"I have also, and I found it real interesting.",telephone,0
"In manual systems, attestations, verifications, and approvals are usually shown by a signature or initial of an individual on a hard copy document.",Signatures in manual systems usually show approval.,government,0
"However, crashing real estate prices had a domino effect on the rest of the economy, and in the early 1990s Japan slipped quickly into stagnation and then recession.","In the early 1990s Japan slipped quickly into stagnation, and then recession, because crashing real estate prices had a domino effect on the rest of the economy.",travel,0
"They returned to live in the Galilee village of Nazareth, making pilgrimages to Jerusalem.",They would make pilgrimages to Jerusalem.,travel,0
The original wax models of the river gods are on display in the Civic Museum.,The wax models are on display.,travel,0
yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session,Even if they say its more positive than what it seems we will have to go to a counseling session. ,telephone,0
News argues that most of America's 93 million volunteers aren't doing much good.,News says that a lot of America's volunteers are not helping.,slate,0
Does anyone know what happened to chaos?,What happened to chaos?,slate,0
"The central section of Tinos has little of interest, but make your way over the hills to the pretty village of Pyrgos, famed for its school of marble carving.",You can find schools marble carving in the village of Pyrgos.,travel,0
PROGRAM ACCOUNT -The budget account into which an appropriation to cover the subsidy cost of a direct loan or loan guarantee program is made and from which such cost is disbursed to the financing account.,Program accounts are used to hold some appropriations.,government,0
Agencies may perform the analyses required by sections 603 and 604 in conjunction with or as part of any other agenda or analysis required by other law if such other analysis satisfies the provisions of these sections.,Agencies may wish to perform the analyses required by sections 603 and 604.,government,0
"The chart to which Reich refers was actually presented during Saxton's opening statement, hours before Reich testified, and did not look as Reich claims it did.",Reich refers to a chart that he misunderstood and said it said something different.,slate,0
"Local boy Gates wisely built his 45,000-square-foot castle in suburban Seattle.",Gates constructed a large house in the Seattle area.,slate,0
"Paris and its immediate surroundings are a magnet for tourists, students, businessmen, artists, inventors ' in short, everyone except perhaps the farmer and fisherman, who may well come to the city to protest government policies.",Paris is a magnet for all sorts of different types of people.,travel,0
yeah it's just a matter of education i think,I think it just depends on education.,telephone,0
They would burn to the ground by morning.,"By morning, they would burn to the ground.",fiction,0
"Market Street is home to the Edinburgh CityArt Gallery, showcasing the work of up-and-coming artists.",Edinburgh city art gallery is on market street. ,travel,0
"This is the island's main city and financial, governmental, and administrative centre, and its charms match those of other Mediterranean  jewels.  ",The city is the island's governmental and financial centre. ,travel,0
as long as you got congressmen and senators that are getting kickbacks kickbacks from these different companies that are getting awarded for the defense contracts that's never going to happen,It will never happen as long as there are congressmen and senators taking kickbacks from different companies.,telephone,0
"Bars with views and live music include Sky Lounge in the Sheraton Hotel and Towers, Tsim Sha Tsui; and Cyrano in the Island Shangri-La in Pacific Place.","Many venues feature stunning views and live music, including the Sky Lounge, Tsim Sha Tsui, and the Cyrano. ",travel,0
"Further, given the dynamic environment agencies face, employees need incentives, training, and support to help them continually learn and adapt.",Operating conditions change over time and it is important to ensure that employees receive resources geared toward preparing them to face changes.,government,0
"Very well ”but it's all extremely mysterious. We were running into Tadminster now, and Poirot directed the car to the ""Analytical Chemist."" Poirot hopped down briskly, and went inside. ",Poirot went into the Analytical Chemist.,fiction,0
Albino Alligator (Miramax).,Some alligators suffer from albinism.,slate,0
Ricky Martin was filming his triumphant return to the gay porn industry.,Ricky Martin is in gay porn.,slate,0
"The second missing benefit includes gains in environmental quality, especially improved health benefits.",One of the missing benefits is associated with better health and an increase in environmental quality.,government,0
You will find two principal  fino and olorose,You will find some fino and olorose if you look.,travel,0
"The library is the largest of any plantation in Jamaica, with over 300 volumes, including three first editions; the books would have been used to while away the long humid days.","The library has over 300 volumes, including 3 first editions. ",travel,0
"Each caters to a specific crowd, so hunt around until you find the one right for you.",You may have to search a bit before you find one that works for you.,travel,0
"To savour the full effect of the architect's skill, enter the courtyard through the gate which opens onto the Hippodrome.",The gate to the Hippodrome is an example of the architect's skill.,travel,0
"It can be done, he said at last. ",It is possible. ,fiction,0
"Next, you enter the vast and splendid Imperial Hall, with three handsome marble fountains, and a canopied throne from which the sultan would enjoy the music and dancing of his concubines.",The Imperial Hall houses three marble fountains.  ,travel,0
Each room was outfitted with a leather sofa and three fold-out beds for students exhausted after a full day of hard work.,Students received housing with sofas and beds to rest in.,fiction,0
um-hum they keep you entertained they sure do we have a uh my wife's uh mother is uh oh about  seventy seven i guess she really gets a thrill when we go over to see her and bring the dog i think she's more happy to see the dog than she is us,The dog cheers up my wife's mother. ,telephone,0
He was standing in front of a grey backdrop- somewhere that could be anywhere.,You couldn't tell where he was because he was in front of a backdrop.,fiction,0
The conversation he had overheard had stimulated his curiosity.,The converstaion made him curious.,fiction,0
"(And yes, he has said a few things that can, with some effort, be construed as support for supply-side economics.)",It would take some work to construe the things as support for supply-side economics.,slate,0
but i think let's see the teams that were there last year were see somebody from California i don't even know who won the pennant last year,I am in the dark as to who won the pennant last year,telephone,0
The large scale production of entertainment films is a phenomenon well worth seeing several times.,The production of entertainment films is elaborate and large scaled.,travel,0
i can't do any jumping up and down because it makes it hurt,I am unable to jump since of the pain.,telephone,0
"The Vice President and his representatives have asserted that GAO lacks the statutory authority to examine the activities of the NEPDG, recognizing only GAOas authority to audit its financial transactions.","The Vice President and his representatives have argued that GAO does not have the ability to investigate the actions of the NEPDG, the only authority GAO has is to audit its financial transactions. ",government,0
I've always jumped on sentiment and here I am being more sentimental than anybody.,"I'm being the most sentimental of all, which isn't normal.",fiction,0
"I could've afforded a much swankier, up-town place- or at least, a slightly swankier, mid-town place- but all that space would just encourage me to clutter.",I could have had a bigger place but then I would have clutter.,fiction,0
The story of the technology business gets spiced up because the reality is so bland.,Reality is so bland that the technology business gets spiced up.,slate,0
"I can FEEL him.""",I can sense his presence.,fiction,0
"When we leave the house we shall be followed again, but not molested, FOR IT IS Mr. BROWN'S PLAN THAT WE ARE TO LEAD HIM.",Mr. Brown has made a plan for us to lead him.,fiction,0
"Most produce is locally grown, with some from the restaurant's own organic garden.",Most produce is local.,travel,0
"oh, just about nothing.",Nearly nothing at all.,slate,0
yeah because those things i think would just snap you know,Because they would break.,telephone,0
"It was like looking into a mirror, except infinitely more realistic.",It was more realistic than looking in a mirror. ,fiction,0
Sorry but that's how it is.,"While one is apologetic about it, there is nothing that can be done.",fiction,0
and you back in you know and or just pull into your spot and uh some you can rent by the year some you can rent daily or nightly or by the week or whatever,"Some of them you can rent by the year, others daily or weekly.",telephone,0
"Deborah Pryce said Ohio Legal Services in Columbus will receive a $200,000 federal grant toward an online legal self-help center.","A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce.",government,0
yes that i think that's true so that makes them feel definitely like outsiders but like getting back to the their government benefits they they do have a lot of uh tax benefits,I think that makes them feel like outsiders but on the other hand they do receive a lot of tax benefits. ,telephone,0
and and so you know like every other day or or so they have like movies for a dollar Sometimes they're even free i think uh they showed uh Chima Para Diso free,"Some movies, like Chima Para Diso, are shown for free.",telephone,0
"Suddenly she started, and her face blanched.","She moved swiftly, her face pale.",fiction,0
in one sense um i'm i'm an older person in my fifties so i feel that we've lost some things in the sense that women have to work today,"As someone from an older generation, I feel like things have changed.",telephone,0
upwards of a mile but Washington is one of my favorite places to visit uh my daughter lives in Arlington and when i go to visit her  i love to get out on that bike trail and either ride the bike oh gosh you can ride a bike  practically all the way to southern Virginia,I enjoy biking when I visit my daughter.,telephone,0
Research and development is composed of,R&D is made up of.,government,0
