premise,hypothesis,genre,label
"Around 1500 b.c. , a massive volcanic eruption at Santorini destroyed not only Akrotiri under feet of ash and pumice but the whole Minoan civilization.",The volcano has lain dormant for the past four thousand years.,travel,2
The man had probably heard him urinating or maybe even noticed the change of his breath as he awoke.,The man woke up to sheer silence.,fiction,2
"Something in his mind seemed also to have developed a ""tan"" that let him face the bite of chance without flinching.",Despite all his experiences he still flinched at the prospect of chance.,fiction,2
"We can leave them and let them die, said Thorn.",Thorn told us to make sure we save them. ,fiction,2
He was born Siddhartha Gautama in a grove of sal trees at Lumbini (just across the Nepalese border) around the year 566 b.c.,The birth of Siddartha Gautama took place in a house. ,travel,2
"Helms, who will be 81 when his fifth term ends, is increasingly frail.",Helms will turn 91 soon.,slate,2
"The center had become a hodgepodge of unconnected programs--a day-care center, a library, a nonviolence training school.",The center was lacking a library.,slate,2
"Upon commencement of commercial operation of each new utility unit under subpart 1 of part B, the unit shall comply with the requirements of subsection (a)(1).","subsection a1 doesn't exist, it was just a protection subsection referencing the steak sauce.",government,2
"At the end of the show is a cluster of popular sportswear with Tommy Hilfiger, Donna Karan, Nautica, the Gap, and such names applied to it.",Donna Karan is the only company which produces sportswear.,slate,2
um-hum um-hum um-hum yeah yeah it is i don't know i think it's a very interesting um discussion you know and and there's certainly uh lots of pros and cons around it,The discussion was very bland to me.,telephone,2
The door did not budge.,The door moved. ,fiction,2
i think that's great there's a few places in Houston where they're trying that out i don't know if it's the if they've done it citywide yet or not where they have the color coded uh bags and uh bins,They have no plans to try it out in Houston.,telephone,2
"The Passaic office is refusing to join in that reconfiguration, which goes into effect Jan.",It will be reconfigured in March. ,government,2
"Summary of Deferred Maintenance as of September 30, 199Z (in Millions of Dollars):",There was no deferred maintenance.,government,2
"I think it behooves Slate, in its effort to take over the public-opinion industry, to make a thorough effort to uncover the truth behind this unnatural connection.",Slate has no interest in the public-opinion industry.,slate,2
"Even today, Yanomamo men raid villages, kill men, and abduct women for procreative purposes.",Yanomamo is a good man.,slate,2
Now they're telling mothers to deny food to infants all night long once the kids are a few months old.,"Infants are capable of feeding themselves from birth, and many even develop speech and advanced motor skills within the first weeks.",slate,2
"Rather, kids today are not only little bundles of joy but also are perhaps the ultimate symbols of worldly success and status.","Kids today are not bundles of joy, and are symbols of failure. ",slate,2
"Against his own advice, Ca'daan dared to stare off the edge once as they neared the end.",He stared off the edge at the beginning.,fiction,2
It was here in 1952 that King Farouk signed his abdication before boarding his yacht for exile in Italy.,"King Farouk was exiled to France in 1952, after signing his resignation.",travel,2
"She was quite young, not more than eighteen.",She looked older even though she was only barely eighteen. ,fiction,2
you know and then how long are they supposed to take it,You don't know the length of time they're supposed to take the medication.,telephone,2
I am a lacto-vegetarian.,I eat meat all of the time.,slate,2
"The regime's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848, with the Bonapartists, led by Napoleon's nephew, emerging triumphant.",There were only two revolutions.,travel,2
yeah uh yeah absolutely and the credit union has nine percent interest so yeah so that's,The credit union has one hundred percent interest so yeah.,telephone,2
"However, in the off-field (sentimental) tournament, the Falcons and Jets have more appealing story lines.",The Jets and Falcons have boring stories.,slate,2
"But you would not trust me.""",You trust me implicitly. ,fiction,2
The organizations usually allowed individual members who had changed employers to continue participation.,"The organizations didn't allow any individual members who are working for others now, to still participate.",government,2
On the platform stood an altar and a large stone pillar.,There was only a pillar on the platform.,fiction,2
"In other cases, we must rely on survey approaches to estimate WTP, usually through a variant of the contingent valuation approach, which generally involves directly questioning respondents for their WTP in hypothetical market situations.",Hypothetical market situations are uniform across all respondents.,government,2
"From that spot she could see all of them and, should she need to, she could see through them as well.",She wasn't able to see them.,fiction,2
so i have to find a way to supplement that,That should be enough by itself.,telephone,2
"The route passes in sight of two uninhabited Es Vedr? , which hovers like an apparition on the horizon off to the west, and Espalmador, which is popular with yachtsmen for its white-sand beach.",The beach is dirty sand.,travel,2
yep that's what he's worried about the trees or a bush because lilac bushes they they grow fast some people uh would really like to have them and then the people that do have them they spread and they sprout all over their their lawn,He's not worried about the trees. Lilac bushes take a long time to grow.,telephone,2
They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.,"They controlled the entire country, even when Saladin failed to attack them in 1187.",travel,2
"In Texas, the legislature was instrumental in effecting changes to the state's benefit programs through provisions in several pieces of legislation.","In Texas, the legislature wasn't an instrumental factor in changes to the benefits program.",government,2
"I understand, mademoiselle, I understand all you feel. ","I have no clue how you feel, madam.",fiction,2
And the trunk? Big? Mother asked again to keep up appearances.,"Mother, trying to be humble, asked if the trunk was small.",fiction,2
uh-huh well it's good that she does that i mean bring it to people's attention,She never brought anything to anyone's attention.  ,telephone,2
"He asserted that the area was blessed with the highest concentration of exactly those natural features that, when combined, create the most pleasing and relaxing vistas possible landscapes composed of  lakes representing the source of life in water, trees offering the promise of shelter, smooth areas providing easy walking and a curved shoreline or path in the distance to stimulate curiosity.  ",He did not believe his assertions of the area's beauty.,travel,2
The spear missed Vrenna by only a hand-span.,The spear smacked the man in the face. ,fiction,2
they're almost five hundred a month for a one bedroom place,There aren't any one bedroom apartments.,telephone,2
The finest is the huge conical-roofed Tomb/Pillar of Absalom (King David's son).,"The tomb/pillar of Absalom is small and modest, despite its historical significance.",travel,2
The main attraction of Kom Ombo is the vibrant color still found on the columns in the Hypostyle Hall.,"With it's drab and plain columns, the Hypostyle hall at Kom Ombo is basically ignored by visitors.",travel,2
U.S. civil legal services delivery system.,The us does not have a civil delivery system ,government,2
uh my uh roommate took a voice over course,There was no voice over course available to take. ,telephone,2
um-hum you mean when the reporter sticks the the microphone in the person says the face and says how do you feel that you house has burned to the ground,Like when the reporter doorsteps a person on their way out the door.,telephone,2
ooh it's kind of tough to think of some of the others although i do watch some of some of those frivolous things uh like on Thursday nights at nine o'clock when i get home from aerobics i will watch uh Knots Landing,I've never been to an aerobics class before.,telephone,2
probably yeah i would imagine the judge could throw it out,I cannot believe the judge threw the book at them so fast.,telephone,2
" ""An egg has got to hatch,"" he said.",He said an egg must never hatch.,fiction,2
The CEO and CFO's vision was to make Pfizer  the preeminent corporate finance organization in the industry.,Pfizer will look to become the worst car dealership in northern Montana under the CEO's leadership.,government,2
"Though the two cities remained unlinked by rail, this was about to change quickly.",The two cities had a railway between them that made travel easy.,travel,2
"1) Increased federal enforcement . Before Hoover's death, the FBI did not aggressively investigate the Mafia.",The FBI started aggressively investigating the Mafia after Hoover was born. ,slate,2
"The first, reached from Luxor, is Esna, 54 km (33 miles) by road.",There is no road between Esna and Luxor.,travel,2
They encourage the view that there's nothing--from Iraqi germ weapons programs to Serbian atrocities--that a few invisible planes can't fix.,There is nothing a few completely visible planes can do to fix this mess.,slate,2
"Rep. Charles Rangel, D-N.Y.: I would say that if you had members of the KKK, that were not directly tied to the murder--that they did not do the murder--that 90 years [in jail] would be excessive.",Rep. Charles Rangel wants all KKK members to do 90 years in prison.,slate,2
"The Ile Saint-Louis is an enchanted self-contained island of gracious living, long popular with the more affluent gentry and celebrities of Paris.",The Ile Saint-Louis is adored by the poor in Paris.,travel,2
and not only that it it opens you to phone solicitations,It prevents you from having to contend with more marketing calls.,telephone,2
"'Not entirely,' I snapped, harsher than intended.","""Yes, entirely"" I shouted just as harsh as I intended to.",fiction,2
yeah and crawl through it,I will not be crawling through anything.,telephone,2
"On Samothrakia you can climb to the summit of Mount Fengari, where the God Poseidon watched the Trojan War reach its tragic climax.",The summit of Mount Fengari are off limits and you cannot climb to it.,travel,2
yes uh i bought a uh Bristol thirty five five for my wife,"My wife absolutely has a Bristol 355, just not from me. ",telephone,2
if it had rained any more in the last two weeks instead of planting Saint Augustine grass in the front yard i think i would have plowed everything under and had a rice field,It's beed super dry.,telephone,2
Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.,Women do not light joss sticks nor do the climb the rock to pray.  ,travel,2
yeah well we veered from the subject,We managed to stay on subject the whole time.,telephone,2
it would probably be a lot more work and probably not turn out as good,"Oh that way sounds great, it could turn out even better",telephone,2
"The Shore Temple, which has withstood the wind and the waves for 12 centuries, is made up of two shrines.",The Shore Temple has been lost to time. ,travel,2
"As the Tokugawa shoguns had feared, this opening of the floodgates of Western culture after such prolonged isolation had a traumatic effect on Japanese society.","There was no traumatic effect on japanese society, when the floodgates of Western culture opened.",travel,2
"On various episodes he is a member, along with Bluebeard and the Grim Reaper, of the Jury of the Damned; he takes part in a snake-bludgeoning (in a scandal exposed by a Bob Woodward book); his enemies list is used for dastardly purposes; even his dog Checkers is said to be bound for hell.",There are no episodes where he is a member of anything.,slate,2
It's thought he used the same architect who worked on the Taj Mahal.,Everyone thinks he used a different architect from the one who worked on the Taj Mahal.,travel,2
"But the most sustained assault on Orientalism 's premises, and on its prestige, came from the left.",They were attack from the right.,slate,2
and not only is it you know trouble to have to drive but it takes time away from your home and your family when you're out driving,Driving is a fast experience with no downfalls.,telephone,2
"A lot of people are going to look at it and say, 'Well, I took the exam the way it is and that's what I had to do it,' said Mr. Curnin. ",A lot of animals are going to say the exam was very hard.,government,2
Charles Geveden has introduced legislation that will increase the Access to Justice supplement on court filing fees.,Charles Geveden initiated a law that will essentially lower court filing fees.,government,2
That seems to make up for how he feels about what you did to the Voth.,Nothing could make up for what was done to the Voth. ,fiction,2
Don't forget to take a change of clothing and a towel.,Don't replace your clothing and towel.,travel,2
"For example, service coordination is a popular remedy for limited funds.",There are no ways to overcome fund limitation.,government,2
Model yields an estimate of the percentage change in a household's demand for postage as a result of owning a computer,Owning a computer doesn't change the usage of postage for a household.,government,2
She shrugged.,She was motionless.,fiction,2
Isn't a woman's body her most personal property?,Women's bodies are not their own property. ,slate,2
"But when he was persuaded by divers means to help us, he gave up after one week, declaring it beyond his powers.","He solved the issue within seven days, because he was so smart.",fiction,2
"During the half-century of its existence, Israel has absorbed approximately 2.5 million Jewish immigrants, displaced persons, refugees, and survivors of the Nazi Holocaust.",Israel shunned the Jewish people from entering to escape the Nazi Holocaust.,travel,2
"Instead, we could recommend that, compared with other settings, the prevalence of alcohol problems among ED patients makes it worthy of careful consideration.",ED and alcohol dependency issues are completely unrelated.,government,2
"Moreover, Las Vegas has recently started to show signs of maturity in its cultural status as well.",There is no culture in Las Vegas.,travel,2
"At Kansas City Power and Light's Hawthorn Power Station, Unit 5 was replaced (excluding turbine) in under 22 months.",It took three years to replace Unit 5.,government,2
For the first time I entertained the idea of taking my talents to that particular market… .,"I had thought of doing it many times, but I knew I would fail.",fiction,2
I think this report shows that we have had an inordinately productive and successful year.,Nothing productive is needed for a successful year,government,2
"Montmartre is lively at night, with famous clubs such as Au Lapin Agile.",Montmartre has no life at night.,travel,2
and they're fairly close to the water aren't they i mean they're right on the late,They're a distance from the water aren't they.,telephone,2
"Around the year 1400, fighting over the island of Singapore drove the Srivijaya prince Parameswara to seek refuge up the peninsula coast with his orang laut pirate friends in their small fishing village of Melaka.",No one wanted Singapore.,travel,2
"The collection and indeed the building itself is not huge or overbearing, allowing visitors to relax and enjoy the art perhaps more than is possible in such massive galleries as the Louvre or Rijksmuseum.",The Louvre and the Rijksmuseum are incredibly small galleries in comparison.,travel,2
so you um-hum so you think it comes down to education or or something like that,It has nothing to do with education.,telephone,2
" The tents had been burned, but there was a new building where the main tent had been.",The tents had replaced the building.,fiction,2
", First-Class Mail used by households to pay their bills) and the household bill mail (i.e.",Second-Class Mail used by households to pay their bills,government,2
In the other sight he saw Adrin's hands cocking back a pair of dragon-hammered pistols.,Adrin fired his machine gun as he watched.,fiction,2
The tree-lined avenue extends less than three blocks to the sea.,You must travel two miles via the avenue to the sea.,travel,2
yeah because those things i think would just snap you know,Because they would survive easily.,telephone,2
"Of the four main buildings, all of them whitewashed and decorated with bright painted sculptures, the first is where the worshippers bring offerings of flowers and fruit, the second is for sacred dances, and the third for viewing the divine effigies, which are enshrined in the sanctum of the fourth and tallest edifice.","There are six main buildings, all painted beige.",travel,2
"In addition, special service areas are funded for two populations with special needs - Native Americans and migrant workers.",Native Americans and migrant workers do not have any special areas. ,government,2
so i like music i like listening to music so i don't usually listen to KCBI and then there's another one called Journey that's somewhere in between the two of those it's in between ninety and ninety four,"KCBI does not play music, so I don't listen to it.",telephone,2
We always knew it was an outside chance.,We felt it was definitely going to happen.,fiction,2
This data is used to model the behavior of access costs.,This data isn't used to model the behavior of access costs.,government,2
They said that (1) agencies need to be able to design their procedures to fit their particular circumstances (e.g.,It was stated that the agencies could ignore circumstances related to themselves.,government,2
"Even us if you needed,"" said Jon.",He told them not to ask him to lift a finger.,fiction,2
There 214 was some talk of sending me to a specialist in Paris.,A specialist from Paris will meet me in New York,fiction,2
"Tax records show Waters earned around $65,000 in 2000.",Waters' tax records show he earned a blue ribbon last year.,government,2
"If ancient writings give only a romanticized view, they do offer a more precise picture of Indo-Aryan society.",Ancient writings  show an accurate picture of Indo-Anryan society.,travel,2
yeah that's true the traffic um yeah yeah,That's not true about the traffic.,telephone,2
This one ended up being surprisingly easy!,This was a really hard one. ,slate,2
um something that i i think that i've noticed that i i have a friend i think if you're going into like uh law or medicine a very particular very specific field even even engineering you can get you can meet a lot of the requirements at a public um institution,"Law,medicine or engineering students often can't get a job",telephone,2
Meet the Press host Tim Russert took his Christmas vacation five days early by letting Rep.,"Tim Russert didn't take a vacation, he continued to work on Meet The Press.",slate,2
"In America, his colleagues are mostly defeated (Miss Mudd, his predecessor on his first job, has retired early in disgust) when they aren't sadistic.","When his colleagues aren't sadistic, they are successful.",slate,2
"Ocho Rios is Spanish for  eight rivers,  but this name is not descriptive of the area.","Ocho Rios means pink penguins in Spanish, and this name describes the area.",travel,2
"I admit I have knowledge of a certain name, but perhaps my knowledge ends there.""","I won't tell you anything, because I don't know.",fiction,2
"I have been visiting an old woman in the village, she explained, ""and as Lawrence told me you were with Monsieur Poirot I thought I would call for you.""",I don't know anyone in the village. ,fiction,2
and the NIT semifinals are on tonight,The NIT semifinals are held early in the morning on September 1.,telephone,2
ooh it's kind of tough to think of some of the others although i do watch some of some of those frivolous things uh like on Thursday nights at nine o'clock when i get home from aerobics i will watch uh Knots Landing,I take an aerobics class at nine o'clock.,telephone,2
and uh i know what nothing is when i moved out there,I found out what plenty was when I moved there.,telephone,2
What changed?,Nothing changed.,slate,2
"As with other types of internal controls, this is a cycle of activity, not an exercise with a defined beginning and end.","There is a clear ending to this exercise, and it's fast approaching.",government,2
Through Responsive and Naturalistic Approaches.,Unnatural and unresponsive approaches,government,2
"(The Ramseys buried their daughter in Atlanta, then vacationed in Sea Island, Ga.) This absence, some speculate, gave the Ramseys time to work out a story to explain their innocence.",It's speculated hat the Ramseys ate their daughter.,slate,2
"I entered her shack, opening the painted door covered in runes of warding.","I entered the shack through the hole in the ceiling.  It was abandoned, and smelled musty and odd.",fiction,2
there's certain times of the year of course that uh that it probably wouldn't do very well because of the temperature and stuff but but uh the right time of year it works pretty good,It seems to work pretty well all year long.,telephone,2
"The burden of his spiritual functions as high priest of Shinto and the tasks of administration led the emperor to welcome an early abdication, frequently to retire to a life of Buddhist meditation and scholarship.",The emperor loved his political duties and refused to abdicate.,travel,2
i'd say they appraised it it's gone up you now maybe like five percent,It has gone down about twelve percent. ,telephone,2
are you originally from uh Texas,You're not from Texas?,telephone,2
"You can count on me, if necessary, for one million dollars.",I don't have any money to give you. ,fiction,2
"'Wait here,' I was ordered.",He told me to come with him.,fiction,2
The Commission's analysis uses both quantifiable and general descriptions of the effects of the rule on small entities.,There are no quantifiable effects on small entities caused by the rule.,government,2
we're thinking about putting one of those in,We are considering taking one those out.,telephone,2
for the direct sunlight and stuff right but uh but i i haven't really found it too bad we've lived in our house about uh oh thirteen years i suppose and and really really only painted once and you know it was new when we bought it and we painted one time since then but you know it's probably going to be time to paint again in a couple of years,I've had to paint every year.,telephone,2
"The South African priest who invited Clinton to do so is quoted in the paper as saying that once Clinton stood up, he was thinking about how much embarrassment it would have caused him by my saying, please sit down.",The South African priest did not know of a person named Clinton.,slate,2
"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.",Agencies believe that their current practices are sufficient to serve their function.,government,2
The thing started to grow brighter.,The thing grew dimmer and dimmer by the second.,fiction,2
They were inferior.,He was superior.,slate,2
in our town of five thousand we have one that is uh local FM AM station and their news is fed from CNN too uh it's more of uh,The town radio station never relied on any national news sources.,telephone,2
much with whatever it's with the Black the Black problem or whatever that may be now,There is no Black problem at all.,telephone,2
"The remaining parts of the north, although enticing, are difficult to explore.",The north's remainder is quite simple and self-explanatory even for beginners.,travel,2
"What are you going to do about it?"" Tuppence frowned severely.",Tuppence didn't care what happened.,fiction,2
"But employers are still driving, and that's all that counts.",Employers have refused to continue driving.,slate,2
Reports on attestation engagements should state that the engagement was made in accordance with generally accepted government auditing standards.,Details regarding validation engagements ought to express that the engagement was made as per by and large acknowledged government evaluating guidelines.,government,2
and the nurses aren't no see you have to pay that,You don't have to pay for that.,telephone,2
"Some of the salesladies at this colorful, soft-sell market wear traditional Martinique costumes.",The salesladies decided to never wear traditional Martinique costumes.,travel,2
"Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.",Local advertisements are beautiful. ,slate,2
The baker was not jolly.,The baker was very festive last night.,slate,2
"He jumped up, planting one hand on the charging horse, and came at the brute with the axe.",He swung at the brute with his sword.,fiction,2
yeah i've i wish they'd split that bowling season up into uh three seasons,I am happy with the bowling season schedule as is.,telephone,2
"It is perfectly feasible to spend a fortnight in Eilat, exploring the Red Sea, lying on the beaches, journeying into the Negev Desert and never see a religious building or an archaeological site.",There are no available activities for exploration while staying in Eliat.,travel,2
"In my Crossfire days, I was patronized even by Sam Donaldson.",I was never on Crossfire.,slate,2
"As a professional courtesy, GAO will inform requesters of substantive media inquiries during an ongoing assignment.",GAO will never inform requesters of substantive media inquiries during an ongoing assignment. ,government,2
"But it's for us to get busy and do something.""","""We need to just stay inside and relax.""",fiction,2
Even the lower limit of that differential compounds to a hefty sum over time.,The differential will not grow.,slate,2
The standard technology assumptions of scenario A were used by EIA in the development of the AEO2001 reference case projections.,EIA used the standard technology assumptions to eliminate the AEO2001 reference case projections.,government,2
There never will be.,It should happen soon.,fiction,2
you know and he he was talking about that he was talking about nobody went broke over paying thirty percent,He talked about how everybody who paid 30 percent eventually went broke.,telephone,2
"The tomb of Job Charnock, the Company official who founded the city of Caletta, is in the church cemetery.",The Tomb of Job Charnock may not be in the church cemetery.,travel,2
the net cost of operations.,The gross cost.,government,2
They post loads of newspaper articles--Yahoo!,Yahoo does not post any articles from newspapers.,slate,2
"Mack Lee, Body Servant of General Robert E. Lee Through the Civil War , published in 1918.",The book was published in the 21st century.,slate,2
"Through the opt-out approach, Texas attorneys contributed $1 million this year, doubling 2001 contributions.",The opt-out approach has never increased how much Texas attorneys can contribute in the last twenty years.,government,2
He's a bad lot. ,He's a good lot,fiction,2
"When I was in school I really liked Virginia Woolf, Schwartz said of her nascent literary tastes. ",I have always hated Virginia Wolf and hope she dies. ,government,2
"The village is Sainte-Marie, named by the explorer when he landed on 4 November 1493, attracted by the waterfalls and river he could see flowing down the green inland mountains.",The village is not named after the settling explorer.,travel,2
yep see we have cable here,"No, we don't have cable here.",telephone,2
"Upriver, east of Blois, in a huge densely wooded park surrounded by 31 km (20 miles) of high walls, the brilliant white Ceteau de Cham?­?­bord is the most extravagant of all the royal residences in the Loire Valley.","The Ceteau de Chambord is an ugly, unremarkable hut in an open field.",travel,2
"In this case, shareholders can pay twice for the sins of others.",shareholders can pay once for the sins of others.,government,2
"If the company makes money on the policy, other insurers are expected to follow.",If the company loses money on the policy then other insurers will copy them. ,slate,2
"In the same issue, a document entitled Analysis Regarding The Food And Drug Administration's Jurisdiction Over Nicotine-Containing Cigarettes And Smokeless Tobacco Products was published and comments were requested.",A document was published about the FDA's jurisdiction over cigarettes and comments were not allowed.,government,2
"We have heard, seen this pattern before.",We've never seen or heard this pattern before.,slate,2
"In the meantime we must send for a doctor, but before we do so, is there anything in this room that might be of value to us?"" Hastily, the three searched.",The three chose to send for a doctor and ignore the alluring potential treasures.,fiction,2
and the same is true of the drug hangover you know if you,It's nothing like a drug hangover.,telephone,2
"The sculpture on the dome (a personification of Commerce) and the river gods (including Anna Livia, set over the main door) are by Edward Smyth, who was also responsible for the statues on the GPO .",The dome is bare and plain.,travel,2
"As shown in Exhibits A-1 and A-2 in Appendix A, in the first phase of technology implementation, an engineering review and assessment of the combustion unit is conducted to determine the preferred compliance alternative.",They showcased the final phases in Appendix A.,government,2
"In the 19th century, when Kashmir was the most exotic hill-station of them all, the maharaja forbade the British to buy land there, so they then hit on the brilliant alternative of building luxuriously appointed houseboats moored on the lakes near Srinagar.",The British alternatively built houseboats but they were not luxurious.,travel,2
"Don't expect to be swinging much after midnight, even in towns.",Things stay open all night because it's a place to party.,travel,2
Turns out that Bill got one letter last year that just tore at his heartstrings.,Bill got two letters last year that tore at his heartstrings.,government,2
"Also downtown is the Flower Market, on Wall and 8th streets; fresh-cut flowers and a variety of plants can be had for bargain prices, but the best selections are found before dawn.",There's no market on Wall and 8th streets.,travel,2
it doesn't have to do i mean the thing is is that you know it's like you might be standing somewhere right and like let's say you're you you go you know you're driving out and you're driving back home and it's late at night and you stop by one of these you know twenty four hour you know gas stations joints,There are no gas stations open 24 hours a day.,telephone,2
"The mansions have been downgraded to consulates since the capital was transferred to Ankara in 1923, and modern shops and restaurants have sprung up.",The city of Ankara has always been the capital of the nation.,travel,2
I was pulled into the bar.,I managed to escape their grasp and ran just outside the bar.,fiction,2
4 billion for mercury.,Mercury cannot be quantified.,government,2
Each of them was as tough as a thick tree and loyal to the death.,None of them were loyal to anything.,fiction,2
"Cornwall Beach, another private beach with perfect sand and sheltered waters, can be found behind the Jamaica Tourist Office building, a short distance east along Gloucester Avenue.",Cornwall Beach is littered and the surf is unsafe for swimming.,travel,2
so uh i hope you like your office,I wish you hate your office so much.,telephone,2
The analysis presented here is an attempt to address the second argument.,Nobody has attempted to address the second argument in any paper.,government,2
"To the northwest of the chateau, the Grand Trianon palace, surrounded by pleasantly unpompous gardens, was the home of Louis XIV's mistress, Madame de Maintenon, where the aging king increasingly took refuge.",Grand Trianon palace was the residence of Louis XIV.,travel,2
The Washington Post called it the culmination of a six-month game of political chicken.,It has been called by the Washington Post as a beautiful situation.,slate,2
yeah that's up here in New England that's we call that backpacking which is the same thing which is you're you've got everything on your back you know an aluminum camp frame uh,When you go backpacking it's important to bring a rough terrain wagon to carry your gear.,telephone,2
And that squatting he does--it's as uncomfortable as it looks.,Squatting is the most comfortable position to be in.,slate,2
She wears either revealing clothes or professional clothes (or perhaps both).,She only wears short skirts.,slate,2
The arts also flourished in India during these early times.,The arts languished during those early days.,travel,2
"It was stated that auditors frequently leave the profession early in their careers to join clients, and that over half of CPAs are not practicing public accounting.",Auditors stay in the career for a long time.,government,2
Slate continues to be available on MSN and directly on the Web at slate.com.,Slate has been discontinued.,slate,2
These traditional low-drafted craft ply effortlessly and quietly through the water guided by their experienced pilots.,The experienced pilots could not guide the low-drafted craft at all.  ,travel,2
Had we had more money we would have facilitated more conferences.,The reason we did not have more conferences was not a money issue.,government,2
"The Varanasi Hindu University has an Art Museum with a superb collection of 16th-century Mughal miniatures, considered superior to the national collection in Delhi.",The Varanasi Hindu University doesn't have an art museum.,travel,2
Dole : We ought to agree that somebody else should do it.,We don't agree that anyone should do it.,slate,2
There are a number of these on Chatham Road South and around Cameron Street in Tsim Sha Tsui.,These  cannot  only be found anywhere in Tsim Sha Tsui,travel,2
"I've got it down in my notes if you want to see them."" She extended the woven cords.",She found it impossible to share her notes with anyone.,fiction,2
um-hum  right do where are you at what state,How many miles did you run?,telephone,2
which they probably Mexican people don't even know what a taco salad is but i think it's now it's moving up too because uh just a change you know just something different,Taco salad is completely unknown in Mexico.,telephone,2
"Pro-Microsoft analysts spin this as a heroic sacrifice, removing the lightning rod whose seemingly disingenuous testimony has ostensibly driven the DOJ to the verge of demanding the company's breakup.",Pro-Apple analysts say that was a sacrifice for the company.,slate,2
um pardon me,I don't apologize.,telephone,2
"Executives do so by examining their internal environments and asking a series of questions about the problems that need fixing, how information technology and management can help, and how a CIO might best fit within their management structures to guide technology solutions.",Executives should not consider how information technology is currently used when crafting a CIO.,government,2
Working for Philip Morris isn't like defending an indigent murderer in a death penalty appeal.,Working for Philip Morris is the same as criminal defense. ,slate,2
Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.,There was only one town in the oil fields.,fiction,2
um yeah that sounds kind of neat uh is location at all important to you like you know how far it is from your house or whatever,That sounds really stupid. ,telephone,2
"The formation of a single statewide program was adopted to breathe life into a single program that will provide meaningful access to high quality legal services, in the pursuit of justice for as many low-income people throughout Colorado as possible.",The state has decided to divide its legal assistance services into several programs.,government,2
There are many homes built into the hillsides; some have been converted into art galleries and shops selling collectibles.,All of the homes in the hillside have been converted into art galleries and shops selling collectibles.,travel,2
"Palestrina , by Hans Pfitzner, performed by the Royal Opera (Metropolitan Opera House, New York).","Hans Pfitzner did not write Palestrina, which will be performed in New York. ",slate,2
"For instance, mandatory account proposals are more likely to increase private saving because such a program would require households that do not currently save-such as many low-income individuals or families-to place some amount in an individual account.",Mandatory account proposals would outlaw savings in individual accounts.,government,2
My brain refusing to command properly.,My brain was commanding perfectly.,fiction,2
"Not surprisingly, then, Fannie Mae's public-relations operation is unparalleled in Washington.",Fannie Mae had terrible public-relations.,slate,2
"Look here, you've been asking me a lot of questions.","Look here, you have barely asked me any question.",fiction,2
but i think let's see the teams that were there last year were see somebody from California i don't even know who won the pennant last year,I'm not really interested in last year's teams because I know who the winner was and that's all that counts.,telephone,2
"The public health official's version of the line, Take my wife, please, is Tell Americans to eat kale five times a week.",Public health officials believes that Americans should avoid kale in their diet completely.,slate,2
"The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services because of low income, about $22,000 a year for a family of four, Kleiman said.","An annual household income of under $22,000 a year for a family of four disqualifies families for LSC services.",government,2
"A newly unified Christian Spain under the Catholic Monarchs, Ferdinand and Isabella, completed the Reconquest, defeating the only Moorish enclave left on the Iberian peninsula, Granada, in 1492.",Ferdinand and Isabella completed the Reconquest to establish a Muslim Spain.,travel,2
"Simmons, probably rap's greatest entrepreneur, lives in New York; schmoozes bankers, fashion designers, and record executives; and cuts deals with conglomerates such as Time Warner.",Simmons lives in Chicago and never socializes or makes business deals. ,slate,2
They would burn to the ground by morning.,They would not burn to the ground by morning.,fiction,2
You're the Desert Ghost.,You're a living desert camel.,fiction,2
"I'm sure I won't get stuck to it,' Julia remarked about the suitcase she was carrying.",Julia said that she was sure she would get stuck to the suitcase. ,fiction,2
Impossible.,Entirely possible.,fiction,2
"That first glimpse of the towering, steepled abbey rising from the sea on its rock is a moment you will not forget.",The abbey is not of great height and lacks a steeple.,travel,2
sometimes well there's definitely a lot more hitting,The man says that he's not sure if there's more hitting.,telephone,2
I'm busy now.,I am not busy right now.,fiction,2
"Generally, if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required to maintain the reactivity of the absorbent."," if pH of scrubbing liquor becomes above a range of 5.0 to 6.0, additional reagent is required",government,2
yeah really no kidding,"Oh, you're just joking. ",telephone,2
You'll find galleries in all the major towns and in some of the smaller villages.,The major towns have banned the existence of galleries.,travel,2
"He sat a short distance from them, his eyes on Jon.",He was far away looking at Jon.,fiction,2
and see if Kansas if Kansas yeah but then you know it could be what if they're not hitting that night or they're low or anything and see i i feel like the college you know it's kids it's still kids,"If it's college, they are adults.",telephone,2
"The movie doesn't come to much, though.",There was a lot to this movie.,slate,2
